text,label
නියමයි...හොඳම හොඳ වැඩක් මේක... අපි කවුරුත් විශේෂයෙන් පිටරට පත්තර බලන්නේ නෑ නේ... එහෙම තියෙද්දි මෙහෙම දෙයක් කරපු එක ගොඩක් වටිනවා...,joy
අපේ කොල්ලෝ කොහෙත් එක,joy
මේක හරිම හොඳ ලිපියක්,joy
ඇත්තටම මේක හොඳ දෙයක්. අපි පිටරට පත්තර බලන්නේ නැති නිසා අපේ කොල්ලන්ට ලැබී තිබෙන ප්‍රතිචාර ගැන හරිම ආඩම්බර හිතෙනවා. මේ වගේ ලිපි ඉදිරියටත් පළකරන්න.,joy
ඇත්තටම හොඳ ලිපියක්. මේ වගේ ඒවා කියවන්න ආශා හිතෙනවා. මෙහෙම ලිපි ඉදිරියටත් පළකරන්න.,joy
ඉතා හොඳ ලිපියක්...,joy
නියම ලිපියක්. ස්තුතියි!,joy
ආඩම්බරයි පුතේ.,joy
අපෙනුත් සුභ පැතුම්!,joy
හොද චැඩක්. ජය චේචා! 20-20 කුසලානයට අපි සුභ ප්‍රාර්ථනා කරමු.,joy
අප‍ේ ක‍ොල්ලන්ග‍ේ වැඩ නිසා ශ්‍රී ලංකාව ගැන පිටරට පත්තර කතා කිරිම හ‍ොඳ දෙයක්,joy
හොද ලිපියක්. ලොකු සතුටක් මේක කියවන්න ලැබීමත්...,joy
සිංහ කොල්ලන්ට අපේ සුභ පැතුම්!,joy
"අපේ රටේ අද කාලේ ""ආඩම්බරයකට"" තියෙන්නේ මෙච්චරක් පමණි.",joy
මගෙනුත් සුබ පැතුම්!,joy
පරිවර්ථනය හරිම හොඳයි. ළමයි ගැන අාඩම්බරයකුත් ලිපිය කියවගෙන යන්න අාශාවකුත් අැති වෙන්නේ ඒකයි.,joy
විශ්ෂ්ටයි ...... නියමයි,joy
තිරිසන් අත්බවෙන් මිදේවා.,sadness
නිවන් සුව පතමි.,sadness
නිවන් සුව ලැබේවා. මිලග අත්ම බවයේ මනුස්ස ආත්මයක් ලැබේවා.,sadness
නිවන් සුව අත් වේවා.,sadness
යලි මතු භවයක මනුස්ස ආත්මයක් ලබා උපදිත්වා.,sadness
මිනිසුන් අතර හොද මිනිසුන් ඉන්න තැනක යලි ඉපදේවා.,sadness
අලි රජුනි නිවන් සුව ලබත්වා.,sadness
අවරුදු අසුවක් කිසි කෙනෙක් සේවය කරන්නේ නැත. ඔබ විශිෂ්ට සේවයක් කළා.,sadness
ඇතින්නට නිවන් සුව ලැබේවා.,sadness
සතෙක් වුණත් පිං කර තියෙනවා. නිවන් සුව ලැබේවා.,sadness
මනුෂ්‍ය ආත්මයක් ලැබී ඉපදේවා.,sadness
මනුෂ්‍ය ආත්මයක උපදීවා.,sadness
මං පුංචිකාලෙ පෙරහැර බලන්න යද්දිත් මේ ඇතින්න ඉන්න ඇති..මගෙ ගමත් රත්නපුරේ නිසාත්..ප්‍රේමලතා සේරසිංහ මගේ පන්තියේ යෙහෙළියක වූ නිසාත් මානෙල් සේරසිංහ..මගේ සොහොයුරියගේ පන්තියේ ඉන්න ඇතැයි මා අනුමාන කරන නිසාත් මේ සටහන තබන්නට සිත් විය..ඇය විසින් චිරාත් කාලයක් කරන ලද පිං බෙලෙන් තිරිසන් ආත්මයෙන් මිදී..අප අතර ඉපිදේවා..!යිපතමි.,sadness
මැණිකේ ඇතින්නට මිනිස් ආත්මයක උපත ලැබේවා,sadness
මේ ආත්ම භාවයේ කළා වූ කුසල කර්ම හේතුවෙන් නිවන් දකිනා තුරු මිනිසත් බව ලැබේවා,sadness
ස්වභාවික වනාන්තරවල නම් කිසිම සතෙකුට මේ තරම් කාලයක් ජීවත් වෙන්න ලැබෙන්නේ නැහැ .මිනිසා ළඟ හිටියොත් තමා මෙහෙම ජීවත් වෙන්න ලැබෙන්නේ .කෙසේ වෙතත් අපි මේ සතුන්ට හොදින් සලකන්න අවශ්‍යයි .සතුන් අසරණයි .මේ මැණිකේ ඇතින්නට නිවන් සුව පතමු.,sadness
නිවන් සුව ලැබේවා. මිනිස් ආත්මයක උපත ලැබේවා!,sadness
නිවන් සුව ලැබේවා!,sadness
මේ සතාට සුගතියේ ඉපදීමට මේ කරන ලද පින හේතුවේවා!,sadness
ඔබට නිවන් සුව අත් වේවා. මතු ආත්මයේ මනුස්ස ආත්මයක් ලැබ ඉපදේවා.,sadness
මෙපින් බෙලෙන් නිවන් සුව ලැබේවා.,sadness
මනුස්ස ආත්මයක ඉපදේවා.,sadness
මැණිකේ ඇතාට නිවන්සුව ලැබේවා.,sadness
මිනිසුන් අතර හොද මිනිසුන් ඉන්න තැනක යළි ඉපදේවා.,sadness
මනුසත් භවය ලැබ සිටින සමර අයට වඩා ඔබ පිංකර තියෙනවා.ඇත් රැජිණියේ ඔබට නිවන් සුව අත්වේවා,sadness
අපරාදේ .......... සසර මතුදා නිවන් සුව අත් වේවා,sadness
නිවන් සුව ලැබේවා,sadness
මේ සතාට නිවන් සුව ලැබේවා!,sadness
සත්ව ආත්මයක් ලැබුනත් ඔබ පින්වත්. ඔබ හරිම පින්වන්ත ඇතින්නක්. ඔබට නිවන් සුව ලැබේවා! (නදී) .,sadness
පව් අහිංසක දුප්පත් මිනිස්සු.,sadness
හරිම අව්‍යාජ යුවලක්. ආස හිතෙනවා දැක්කම. දෙදෙනාටම දීර්ඝා යුෂ.,joy
ක්‍රමයෙන් මේ විනාශ වන්නේ අපේ උරුමයන් නොවේද?,sadness
අද අපිට කිරි බතක් උයන්ඩවත් වත්කමක් නැහැ මහත්තයෝ.,sadness
මේවා පිටරට යවන්න බැරිද? කේරල වලින් එන පොඩි මුට්ටියක් අරාබිකරයේ රුපියල් 750 - 1000 විතර වෙනවා.,surprise
ඇයි මේ කලබල වෙලා? තවම අප්‍රේල් 2නේ. මිනිස්සු වළං ගන්නේ අප්‍රේල් 10න් පසුවනේ.,surprise
මේවා ඔක්කොම පළාත් සභා දිනපු අය ගනීවි අවුරුදු උත්සවේ කණා මුට්ටි බිඳින්න...!!!,disgust
හිඟන්නාගේ පාත්තරේටමයි කියනවනේ හෙනහුරා වැටෙන්නෙත්,anger
"පව් අහිංසක මිනිසුන්, මම නම් ඉව්වේ නැති උනත් වලන් 1-2 ක් ගන්නවා උදව්වක් වශයෙන්.",sadness
"සරත්, ඇයි වලං ගන්න ෆුඩ් සිටි යන්නේ ? අහිංසක අම්ම කෙනෙකුගෙන් ගත්තහම දරු පවුලත් නඩත්තු කරනවානේ. ඔය සංකල්පය හින්දා මේ ගමේ ගොවි මහත්තුරුන්ගේ විතරක් නෙමේ පුංචි කඩවලටත් දැන් හෙනහුරා ලබලා. තායිලන්තයේ ලොකු සල්ලි කාරයෝ කෑම කන තර මක් කන්නේ පාරේ දෙපැත්තේ තියන පුංචි කෑම කඩවලින්. ඒ ඇත්තෝ කියන්නේ අපි පොඩි මිනිහටත් පුළුවන් තරම් උදව් කරන්න ඕනි කියලා. අන්න නියම දේශ හිතයිෂීන්.",disgust
මේ අහිංසක අම්මාගෙන් මුට්ටියක් අරගෙන සහයෝගයක් දෙන්න අපේ අයට හැගීමක් නැහැ. නමුත් ඔතන මත්වෙන ජාති වගේ තිබුනා නම්...,disgust
පව් අහිංසක මිනිස්සු හැම දේම දුප්පත් මිනිහාට,sadness
අනේ පවු අහිංසක මිනිස්සු,sadness
සාදු..සාදු. මේ ‍වගේ තරුණයෙක් දැකීමත් පිනක්.. ඔබගේ උත්සහය සාර්ථක වේවා,joy
සල්ලි පස්සේ යන ලෝකයේ ඔබ වැනි තරුණයින් ඉතාම විරලයි.ඔබට බුදුසරණයි,joy
"අහිංසක ප්‍රාර්ථනයක්, ඔබට සමන් දෙවි පිහිටයි!",joy
කාටවත් නොවැටහුණ දෙයක් මේ බුද්ධිමත් තරුණයාට තේරිලා. ඔබට තෙරුවන් සරණයි!,joy
ඉතාමත්ම හොඳ වැඩක්.,joy
අගය කළ යුතුයි.,joy
මේ තරුණයාගේ උත්සාහය අගය කරනවා. මෙවෙනි ආගම ශාස්තෘවරුන්ට අගෞරව වන දේවල් වහාම නැවැත් විය යුතුයි.,joy
ඉතා හොඳ වැඩක්,joy
කැපවීමෙන් කරන වටිනා උත්සහයක්,joy
මෙන්න නියම මිනිස්සු ඡන්දෙ නොඉල්ලුවට,joy
ඇත්තටම මෙය වටින දෙයක් සමයර මාළු කඩවල මාළු ඔතලා දෙන්නෙත් බුද්ධ රූප තියන පත්තර කොළවල ඔබගේ අරමුණ සපල වේවා,joy
ඔබට ජයවේවා! බොහෝමත්ම විරල මිනිසෙක්,joy
"කාලෝචිත මෙන්ම, ක්‍රියාවට නැගිය යුතු දෙයක්.",joy
රත්තරන් මල්ලියේ ඔයාට සියළු දෙවි පිහිටයි.,joy
ඔබට තුණුරුවන්ගේ පිහිට ආරක්ෂාව ලෑබේවා!,joy
ඉතාමත් අගනා සහ කාලෝචිත වැඩක්.,joy
ඔබගේ ප්‍රයත්නයට අපගේ ප්‍රණාමය!! නමුත් මේවාට අනෙක් අයගේ ප්‍රතිචාර කෙසේවන්නේ දැයි නොදනී(විශේෂයෙන් බටහිර බලවේගයන්) කුමන ඇසකින් විවේචනය කරත්දැයි කිව නොහැක. ආගමික සහජීවනය බිඳීමක් සිදුවන්නේ යැයි ද ඔවුන්ට කිව හැකිය.,joy
ඉතාම යහපත් කාර්යයක්,joy
නියමයි!,joy
බොහොම හොඳ වැඩක්. අගයකොට සළකනවා. ඔබේ ප්‍රාර්ථනාව සිතන අයුරින්ම ඉටුවේවා කියලා මම ආශිර්වාද කරනවා. බුදු සරණයි!,joy
ඔබතුමාට ගොඩක් පින්! සියළු පැතුම් ඉටුවේවා!,joy
සොයුර ඔබ බුදුපියාණන් ගැන භක්තිමත් බව පැහැදිලියි. අපට උනත් පත්තර පිටුවක බුදුරුවක් තිබුනොත් එය විසි කිරීමට සිත සදා ගැනීමට නොහැකියි. එහෙත් මිට වඩා බුදුන් වදාළ දර්ම මාර්ගය අනුගමනය කිරීමම යහපත් යයි සිතමි. මොකද තිලෝගුරු බුදුපියාණන්ගේ ශරීරයවත් සදා කාලික නොවූ බැවින් ඒ ගැන තව සිතන්න. ධර්මයෙහි හැසිරෙන්නා ධර්මය විසින් ආරක්ෂා කරනු ලැබේ!,joy
හොඳ වැඩක් මල්ලි. අද කාලේ සල්ලි හම්බවෙනවා නම් අම්මව තාත්තවත් විකුනන්න සමහර ඈත්තෝ සුදානම්. එවැනි කාලයක ඔබ කරන උත්සාහය සාර්ථක වෙන්න කියා ප්‍රර්ථන කරමි. අප ඉන්න රටවල මිත්‍යාදෘෂ්ටිකයෝ අපේ බුදුන්ගේ පින්තුරය වැසිකිලිවල වාහන පියනෙත් මුද්‍රණය කරලා තියෙන මා දැක තියෙනවා.,joy
ඔබේ ප්‍රාර්ථනාව ඉටුවේවා!,joy
අගය කළ යුතු චරිතයක්,joy
"සමහරු බස්වල පිටුපසත් දළදා මාලිගාවේ ඡායාරූප අලවලා. බස් එක ඇතුළේ සීවලී පින්තූරේ, සිවුරේ ධන ලක්ෂ්මී පින්තූරේ අලවලා. බුදු පිළිමේ වට්ටියට දාලා කාසි පුරවලා.බුදුන්ට දේශසීමා දාලා. මේ ශ්‍රද්ධාවලු. මේවා තහනම් කරන්න පෙත්සම් ඕනෑද? නීතිය ක්‍රියාත්මක කරන්න .",joy
අගය කළ යුතුයි,joy
මම නම් මේ වගේ වැඩ අනුමත කරන්නේ නැහැ,disgust
මොනවා වුණත් හොඳ හිතින් දෙන දෙයක්නේ,joy
සත්තුන්ට තියෙන ආදරේ නොවෙයි ඔය,disgust
කවුද ගොන් අලියා,anger
"මිනිස්සු තමන්ගේ අතේ මොනවා හරි මිට මොළවාගෙන යන්නේ, අලින්ට තිබෙන ආදරේට නෙවෙයි. තමන්ගේ ජීවිතේට මොකක් හරි තර්ජනයක් ඒ සතුන්ගෙන් එයි කියලා. කෑම ටික විසිකළහම සත්තු ඒකට අවධානය යොමු කරනවා, එතකොට හීන් සීරුවෙ මාරු වෙනවා. ආත්මාරක්ෂාවට කෑම දෙන එකද මේ කරන්න එපා කියලා කියන්නෙ? තව පුළුවන් තරම් කැළෑ ටික එළිකරන්න දීලා බලාගෙන ඉන්න.",disgust
දෙන්න දෙන්න තව දෙන්න අලියා ගැහුවහම අලියා මරන්න,disgust
ලැජ්ජාවේ බැහැ මිනිස්සු තව තොරනවත් එක්ක,disgust
නලින් කිවා වගේ හුගක් අයගේ කදුළු කතාවේ එක දර්ශනයක්!,sadness
ඇති නැති පරතරය කොතරම්ද කියලා මෙයින් පෙනෙනවා. තනි සපත්තුව රු 100 ට ගන්න රටේ සමහරු ඩොලර් 15000 වටිනා සපත්තු දානවා. ඕකට තමා කියන්නේ ආසියාවේ ආශ්චර්ය කියලා,sadness
"ලසන්ත වගේ පිටරට ගිහින් සුද්දන්ගේ සපත්තු ලෙවකනවට වඩා තමන්ගේ නැතිබැරිකම තියාගෙන නම්බුකාර විදිහට මේ රටේ ඉඳගෙන තනි සපත්තුවකින් හරි ඇවිදින එක ගෞරවයක්. ඔයා සල්ලි උඩ පීනුවත් ඔයා ඔය රටේ ඉන්නේ තුන්වැනි පුරවැසියෙක් හැටියට. මුදල් වලින් ඔයා වැහුණත් ඔයාගේ හිතේ තියෙන අසහනය, ගැතිකම, යටහත්භාවය සහ විශේෂයෙන්ම දුරස් වූ ආත්ම ගෞරවය කවදාවත් මේ රටට එනතුරු ඔයාට ලැබෙන්නේ නැහැ.",disgust
සමහරුන්ට මේක අවුරුද්දේ සුභ  පණිවුඩයක් වේවි.,joy
"නලින්, මම ඔබ සමග සියයට දාහක් එකඟයි.පම්පෝරි ගැහුවට මේක තමයි ශ්‍රී ලංකාවේ තිත්ත ඇත්ත",sadness
මේ ගැන ජාත්‍යන්තර පරික්ෂණයක් ඕනෑ,anger
මෙන්න අපගේ මිනිසුන්ගේ යතාර්ථය.,disgust
මෙතනින් පෙන්වන්නේ ලංකාවේ තියෙන බාල/පහත් බඩු විකිණීමේ තත්වය. අපේ හැම අයෙක්ටම හොඳ දේවල් භාවිත කිරීමට ඉඩ තියෙන්න ඕනේ. එහෙත් හැම හොඳ දෙයක්ම පිටරට යවල පහත් තත්වයේ දේවල් ලංකාවේ විකුණන්න ඉඩ දෙනවා.ප්‍රමිති සමගම නිදිද? ලංකාවේ ජනතාව ප්‍රමිති සමාගමට පඩි දෙන්නේ පහත් තත්වයේ බඩු ලංකාවේ විකුණන්න ඉඩ දෙන එකටද?,disgust
භයානකයි යාළුවගේ සපත්තු පරිස්සම් කර ගන්න එකක් නැති උනොත් මෙන්න හොයා ගන්න තැන,fear
"මෙහි සමහරුන්ගේ අදහස් දැක්කහම විසාල කනගාටුවක් ඇතිවෙනවා. මේ රටේ අයිතිකාරයන්ට,උරුමක්කාරයන්ට ඔහුන්ට රිසිසේ ජීවත් වීමේ අයිතියක් නැද්ද?.තමන් කැමති ඇදුමක් අදින්න,තමන් කැමති පාසලකට ගිහින් අකුරු කරන්න,නවීන සමාජය හා අත්වැල් බැදගන්න අයිතියක් නැද්ද?.රටකට වින (හොරකම්,දාමරික කම්) කරපු නිසා ඒ රටෙන් පිටුවහල් කලහම, මේ රටට ඇවිල්ල ඒ මැර කමෙන්න්ම මේ රටේ මින්ස්සුන්ව කැලේට එලවල. පස්සෙන් පසු කාලෙක ඒ කැලේත් අපේ යහපත සදහා උදුරාගත්ත. එතරම්ම පාහර ජාතියක් වුන අපි අද ඒ මිනිසුන්ව විහිලුවට ලක් කරන්න තරම්ම පහත් මට්ටමකට වැටිලා.වැද්දෝ, වනචාරියෝ ඒ මිනිස්සුද?. අපිද ?.",sadness
මමත් මේ පාර අවුරුදු උත්සවේට පොල් ගාලා පළමු වෙනියා වෙලා ජය ගත්තා. කොහේ පොල් ගාන්නද වට වෙලා ඉන්න පිරිමි කන්න වගේ නැමිලා බලන් ඉන්න කොට.,disgust
අපේ ආදිවාසීන් තම අනන්‍යතාව රැකගෙන මෙවැනි උත්සව පැවැත්වීම අගයකළ යුතුය. මොනතරම් ලස්සනද?,joy
ප්‍රදර්ශනාත්මකව හරි කමක් නැහැ මෙවී තියෙන එක ගැන සතුටුයි,joy
"ඉන්දික ගම්පහ, නොදන්නා දේවල් කියන්න එපා , කොහේ හිටි රාවන කෙනෙක්ද. ලංකාවේ මිනිස්සුන්ගෙන් වැඩිහරියකට පිස්සු, නොතිබුන ඉතිහාසයක් ගැන හැමදීකදිම සදහන් කරනවා. ඔය කියන රාවන ගැන කිසිම සාක්ෂියක් නැත. කරුණාකර මිත්‍යා මත වපුරන්න එපා. පැහැදිලිව පොතපතේ සදහන් කර ඇති දෑ කියවා බලන්න",anger
මේවා රට ඉඳි නෙවේ නේද?,surprise
අපේ සෙල්ලම් කාලෙ මතක් වෙනවා.,joy
"මේ ඉඳි කඩන කෙනා කොන්ඩේ කැපුවේ කොහෙන්ද දන්නේ නැහැ, මටත් ආසයි ඒ හෙයා ස්ටයිල් එක දාන්න.",joy
අනේ මටත් ආසයි ඉඳි කන්න.,joy
"මාදං, හිඔුටු, ඉඳි, අැටඹ, වෙරලු අපි පොඩි කාලේ කෑවා. ගස් යට සෙල්ලම් කළා. දැන් පරපුරට මේවා දැක්කම පුදුමයි",joy
මේවා ලංකා ඉඳි. අයියෝ ලංකාවේ නෙවෙයිද ඉපදුණේ.ඉඳි ගහක්වත් දැකල නැද්ද?,anger
ලස්සනයි!,joy
ඒ ළමයි හරි ලස්සනයි නේද?,joy
ඉඳි හරිම ලස්සනයිනේ!,joy
අපේ ශ්‍රී ලංකාවේ වැවෙන රසම රස පළතුරක්,joy
ඔය පොත මම පාවිච්චි නොකලට අපේ කොල්ලෝ එක්ක අපි දුකේදීත් සැපේදීත් ඉන්නවා. ජය වේවා සොයුරනි! ඔබ සැමට තෙරුවන් සරණයි!,joy
වචන වලින් කියා ගන්න නොහැකි හැඟීම් සමුදායකින් හදවත් පිරිගියා. අවස්ථා ගණනකදී අවසාන තරගයේදී අපව දුකට තල්ලු කළ ඔබ ධෛර්යයෙන් ඔසවා තබන්නට අප ගත් වෑයමේ අවසාන ප්‍රතිඵලය ... සත්තකින්ම අපි හැමෝම කදුළු සැලූ තරම් ... දුකේදිත් සැපේදිත් අපි ඔබව තනි නොකළ ආදරයට ධෛර්යයට ඔබ ගෙන දුන් දිනුම සදා අප මතකයේ රැදේවී....,sadness
අපි අාදරෙයි ඔබ සැමට.!!,joy
මෙය පළකිරීම පිළිබඳ ස්තූතියි!,joy
අපි කවදත් ලංකා කණ්ඩායම සමඟ තමයි.ජයවේවා!!!,joy
අපි හදවතින්ම ශ්‍රී ලාංකිකයි!,joy
ගොඩක් ලස්සන ලිපියක් ඔබසැමෙට ස්තූතියි !,joy
මම T20 අවසාන තරගය 20 සැරයකට වඩා නැරඹුවා.... බලන්න බලන්න ආස හිතෙනවා..,joy
ඇත්තටම කියල තියෙන දේවල් නම් බොක්කටම වදිනවා. හරිම සතුටක් දැනෙන්නෙ ලංකාවේ මිනිස්සු ගැන. ලංකාවේ ක්‍රිකට් ක්‍රීඩාවට ජය. අපේ තරු වලට අපි හැමදාම ආදරෙයි.,joy
මේ වගේ ලිපි පළ කිරීම ගැන ලංකාදීපයට අපගේ හෘදයාංගම ස්තූතිය.,joy
නියමයි. අපේ ක්‍රිකට් විරුවන්ට ජය වේවා.,joy
ඇත්තම කියන්න ‍ඕන‍ මේ ලිපිය කියවද්දි මට මාර හයියක්. අපේ කොල්ලන්ට ජය,joy
මරු ලිපිය.ලංකාදීපයට ස්තූතියි.,joy
"ලංකාවේ කොල්ලො එදත් ලෝකෙ හොල්ලපු මහ පුදුම, මහ වීර, ශ්‍රේෂ්ට ජාතියක්. අදත් එහෙමයි කියල අපේ ක්‍රිකට් කොල්ලො ටික ඔප්පු කරල පෙන්නුවා. ඉස්සරහටත් ඒක එහෙම වෙන්න ඕන. අනිත් ක්‍රීඩා වලිනුත් ඉස්සරහට යන්න ශක්තිය ලැබේවා. ජය වේවා.",joy
ලංකාදීපය ඔබ හැමදාමත් ශ්‍රේෂ්ටයි..... මගේ හදපතුලෙන්ම ඔබ සියලු දෙනාටම ප්‍රණාමය... හැමදාම ඔබ වැජබේවා,joy
මේ ලිපිය කියවන කොට පුදුම අභිමානයක් දැනෙනවා.. ජය ජය ශ්‍රී ලංකා.,joy
නියමයි හරි ලස්සනයි.,joy
නියමයි අපි හැමදාමත් ශ්‍රී ලංකා කණ්ඩායමට ආදරෙයි සඟ මහේල ලසිත් කුසල් හමූටම ආසයි,joy
මුළු හදවතින්ම ලාංකිකයි.ජයවේවා.,joy
මේක ලබන අවුරුද්ද දක්වාවත් පවත්වාගෙන යන්න පුලුවන් නම් හොඳයි,joy
සැමදත් ඔබ සමගයි ... ජයවේවා,joy
ශ්‍රී ලංකාවේ ක්‍රිකට් විරුවන්ට අපගේ සුභ පැතුම්!,joy
"ශ්‍රී ලාංකිකයකු විදිහට, ආඩම්බරේ කියල වැඩක් නෑ.",joy
"ලෝක කුසලාන දෙකක් දිනා ගන්න හැටි සතුටින් වින්ද ගත්තා. සංගා, මහේල, මාලිංග, දිල්ශාන්, හේරත්, අජන්ත සියැසින් දැක ගත්තා. මීට වඩා මොන සතුටක් ද ?",joy
අපගේ බලවත් කණගාටුව!,sadness
අපේ සිංහ පැටවුන්ට ඉක්මනින් සුවය ලැබේවා.,sadness
අපේ වීර කොල්ලන් ඉක්මනින් සනීප වේවා!,sadness
ඉක්මන් සුවය ලැබේවා අපේ වීරයන්ට!,sadness
ඉක්මන් සුවය ලැබේවා.,sadness
ප්‍රියකුමරගේ කතාව හරි. වෙන රටවල් වල මාර්ග දෙපස ක්ලියර් සෝන් කියල එකක් තියනවා. ලංකාවේ පාර මැදත් ලයිට් කණු.,anger
ඉක්මන් සුවය පතනවා සියලු දෙනාටම,sadness
මගේ බලවත් කනගාටුව මොවුන් හට .,sadness
හමුදා ප්‍රදර්ශනේට 'සිප්පි කටු' ගෙන්න මෙතරම් මහජන මුදල් වැය කරන්න කවුද ඉඩ දුන්නේ. වහාම පරීක්ෂණයක් පවත්වන්න. මේවා දුප්පත් අපේ මුදල්.,anger
ඉක්මන් සුව ලැබේවා!,sadness
අපේ රට දිනා දුන් රණවිරුවන්ට ඉක්මන් සුවය ලැබේවා! අපේ ලොකු ලොක්කෝ අවශ්‍ය දේ නොවේ කරන්නේ. බොරු පුරාජේරු කියලා මිනිස්සු රවට්ටනවා,anger
තල මල අශුභ කතාවකුත් තියෙනවා නේද? අපේ විරුවන්ට ඉක්මන් සුවය පතමි.,fear
"තුවාලලත් සියලු සෙබළුන්ට ඉක්මන් සුව ලැබේවා.වේගය හැමදේටම මුල.මිට වඩා කල්පනා කාරී වියයුතුයි වටිනා ජීවිත නැති කර ගන්නේ නැතිව.නන්ද පනාගොඩ, ප්‍රදර්ශනයක් කියන දේවත් තේරුම් ගන්න බැරිද.? එක් අයකුට සිමා උන දෙයක් නෙමේනේ ඒක .මහජන මුදලින් ලෝකේ වටේ සවාරි යන අය ගැන මොකද කියන්නේ.? වැරදිනම් කව්රු කරත් වැරැද්ද එත් මේවගේ දේ විතරයි අපේ සමහරුන්ට පේන්නේ",sadness
මදැයි,anger
අපේ රණවිරුවන්ට ඉක්මන් සුවය ලැබේවා,sadness
තව පොඩ්ඩෙන් ගුටි ඇන ගන්න වෙන්නේ බේරේ වැව ඉදිරියේදී. මෙහෙම මිනිස්සු එක්කද ආයෝජන කරන්න යන්නේ. ගුටිකන්න බලාගෙන තමා ආයෝජන කරන්න වෙන්නේ.,anger
මෙන්න පැකර්ලගේ වැඩ.අපේ අය නොදන්නා පැකර් කෙනෙක් අපිට ගෙනල්ලා දාන්න හැදුවා.දැන්වත් දැනගන්න ඔවුන්ගේ සංස්කෘතිය.තමන්ගේ කුට්ටිය අහක යනවාට නොදන්නා පිටරැටියන්ට සුදු හුණු ගාන වේලාවෙන් සමාජයට වටිනා වැඩක් කරන්න.,anger
ලංකාවට එන්න බලාපොරොත්තු වෙන එකේ දැන්මම ගහගන්න පුරුදු වෙන එක හොඳයි,disgust
මේ වගේ අය තමා අායෝජකයොයි කියලා ඇවිල්ලා ඉන්නේ.,disgust
සල්ලි තිබ්බාට ලැජ්ජාවක් නැති කම තමයි,disgust
මේ වගේ අවම සදාචාරයක් වත් නැති හාල්පාරුවෝ තමයි මෙහෙ මහා ලොකුවට දේවත්වයෙන් සලකන්නේ හේතුව වෙන මොනවත් නොවේ සල්ලි.,disgust
හරි සන්තෝසයි....,disgust
"ලංකාවේ බජාර් අයියලා සමග හැප්පීමට අවශ්‍ය සුදුසුකම් තිබෙන බව පැහැදිලිව පෙනේ. මුලින්ම ප්‍රාදේශීය සභාවටත් , පසුව පාර්ලිමේන්තුවටත් යාහැක.ජයවේවා!",disgust
නරකද පාකර් ට ලංකාවේ ගෞරවනීය පුරවැසිකම දුන්නොත් ? ප්‍රාදේශීය සභා ඡන්දෙට ඉල්ලන්න ඕනවාටත් වඩා සුදුසු කම තියනවා.,disgust
"හා හා,කිසිම වචනයක් මේ වැදගතාට කියන්න එපා. අපේ රටේ දියුණුව ගැන හිතලා අවංකවම සද්භාවයෙන් ආයෝජන කරන්න සැරසෙද්දී මොනවද මේ අපේ පුරවැසියන් කියන්නේ ? මෙහෙම මහත්වරු අපේ රටේ ආයෝජනය කරන එක කොතරම් අපේ රටට නම්බුවක්ද ?",disgust
දැන් තේරෙනවා අපේ සමහර අය කැසිනෝ ව්‍යාපෘතියට විරුද්ධව වචනයක් වත් නොකිව්වේ මොකද කියලා. පැකර් කොහොම කෙනෙක් ද කියලා දිවැසින් පෙනිලා නේ. කවුද කැමති පාරේ දෙනෝදාහක් ඉදිරිපිට ගුටි කන්න. නැද්ද මං අහන්නේ .,disgust
කෝ මේ පැකර් ගේ ආයෝජන ගැන මහා ඉහළින් වර්ණනා කළ උදවිය? මේවායේ ආදීනව කියපු අයටත් සමච්චල් කළේ... මේ ගහගත්තේ කාන්තාවක් සම්බන්ධ දෙයකට නම් මෙයාගේ ආයෝජන තිබෙන ස්ථානත් අපේ රටේ කාන්තාවන්ට සුභ තැන් නෙමෙයි කියලා කවදාවත් අපේ රටේ සමහරුන්ට තේරෙන්නේ නැහැ.,disgust
"මේක දැකලා අපේ ලංකාවේ පැකර් ""හෙන්චයියල"" ටිකට බඩ යනවලු. සිහි මද ගතිය වගේලු. දොඩවනවලු. රට යන්නත් බය හිතෙනවලු. මොකද එයාලට අත තියන්න ලංකාවේ ඊට ඉහලින් එකෙක් නැනේ. පැකර්ගෙන් හරි කන්න ලැබෙනවානං අපිටත් බලන්න.",disgust
ලුමිබිණි ලාටත් පුළුවන් පැකර් ගේ ආයෝජනය ට සම්බන්ධ වෙන්න . කාන්තාවන්ට ඉහල ලාභාංශ ලැබෙන ව්‍යාපෘති තමා ඒවා.,disgust
"දැන් කියන්න බලන්න පැකර් ගේ ගුණ ගායනා කරන උදවිය, තමන්ගේ ඇහැට කනට පෙනෙන නෝනා හරි තරුණ දුව හරි පැකර්ගේ කැසිනෝ එකේ වැඩට යවන්න කැමතිද කියලා. බැරි නම් මේ ආයෝජනය රටවැසියාට ප්‍රතිපලදායක වෙන්නේ කොහොමද කියලා අපිට කියන්න.",disgust
ලංකාවට ඇවිත් කරන්න හදපු වැඩේට පල දුන්නා. දිට්ඨ දම්ම වේදනීය කර්මය තමයි.,disgust
